tanggal,provinsi,kabupaten,kecamatan,fasyankes,penyakit,kode_penyakit,minggu,tahun,tahun_minggu,tahun_minggu_f,age_group,kelamin,kasus
2022-07-28,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,30.0,2022.0,2022 - 30,2022.3,,,11
2022-07-28,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,30.0,2022.0,2022 - 30,2022.3,E. 5 - 9 year old,Female,1
2022-07-28,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Female,1
2022-07-28,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,C. 28 day old - 1 year old,Male,1
2022-07-28,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,D. 1 - 4 year old,Female,1
2022-07-28,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Female,2
2022-07-28,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Male,1
2022-07-28,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Female,1
2022-07-28,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Male,3
2022-07-28,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Female,6
2022-07-28,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Female,1
2022-07-29,BALI,KAB. BULELENG,BANJAR,BANJAR I,Diare Akut,A,30.0,2022.0,2022 - 30,2022.3,,,1
2022-07-29,BALI,KAB. BULELENG,BANJAR,BANJAR I,Gigitan Hewan Penular Rabies,P,30.0,2022.0,2022 - 30,2022.3,,,3
2022-07-29,BALI,KAB. BULELENG,BANJAR,BANJAR I,Gigitan Hewan Penular Rabies,P,30.0,2022.0,2022 - 30,2022.3,,,1
2022-07-29,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,30.0,2022.0,2022 - 30,2022.3,,,5
2022-07-29,BALI,KAB. BULELENG,BANJAR,BANJAR I,Sindrom Jaundice Akut,G,30.0,2022.0,2022 - 30,2022.3,,,1
2022-07-29,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,30.0,2022.0,2022 - 30,2022.3,,,61
2022-07-29,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,Pnemonia,D,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Female,1
2022-07-29,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,C. 28 day old - 1 year old,Male,1
2022-07-29,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,E. 5 - 9 year old,Male,5
2022-07-29,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,E. 5 - 9 year old,Female,2
2022-07-29,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,F. 10 - 14 year old,Male,4
2022-07-29,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,F. 10 - 14 year old,Female,1
2022-07-29,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,G. 15 - 19 year old,Male,3
2022-07-29,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,G. 15 - 19 year old,Female,8
2022-07-29,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Male,20
2022-07-29,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Female,35
2022-07-29,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Male,20
2022-07-29,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Female,29
2022-07-29,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Male,67
2022-07-29,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Female,37
2022-07-29,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Male,21
2022-07-29,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Female,15
2022-07-29,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,30.0,2022.0,2022 - 30,2022.3,,,3
2022-07-30,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Male,2
2022-07-30,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Female,3
2022-07-30,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Male,1
2022-07-30,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Female,1
2022-07-31,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,Suspek Demam Tifoid,F,30.0,2022.0,2022 - 30,2022.3,F. 10 - 14 year old,Male,1
2022-07-31,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,D. 1 - 4 year old,Female,1
2022-07-31,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,G. 15 - 19 year old,Female,2
2022-07-31,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Male,1
2022-07-31,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Female,1
2022-07-31,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Male,9
2022-07-31,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Female,4
2022-07-31,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Male,2
2022-07-31,BALI,KAB. BULELENG,SAWAN,SAWAN I,Gigitan Hewan Penular Rabies,P,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Male,1
2022-07-31,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Female,1
2022-07-31,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,E. 5 - 9 year old,Male,1
2022-07-31,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,E. 5 - 9 year old,Female,1
2022-07-31,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,G. 15 - 19 year old,Male,1
2022-07-31,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Male,1
2022-07-31,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,H. 20 - 44 year old,Female,3
2022-07-31,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Male,3
2022-07-31,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,I. 45 - 54 year old,Female,2
2022-07-31,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Male,9
2022-07-31,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,J. 55 - 69 year old,Female,12
2022-07-31,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Male,5
2022-07-31,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,30.0,2022.0,2022 - 30,2022.3,K. > 70 year old,Female,6
2022-08-01,BALI,KAB. BULELENG,BANJAR,BANJAR I,Gigitan Hewan Penular Rabies,P,31.0,2022.0,2022 - 31,2022.31,,,2
2022-08-01,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,31.0,2022.0,2022 - 31,2022.31,,,11
2022-08-01,BALI,KAB. BULELENG,BANJAR,BANJAR I,Suspek Kolera,S,31.0,2022.0,2022 - 31,2022.31,,,1
2022-08-01,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,31.0,2022.0,2022 - 31,2022.31,,,112
2022-08-01,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,C. 28 day old - 1 year old,Male,1
2022-08-01,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,C. 28 day old - 1 year old,Female,1
2022-08-01,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,D. 1 - 4 year old,Male,1
2022-08-01,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,D. 1 - 4 year old,Female,2
2022-08-01,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,E. 5 - 9 year old,Male,5
2022-08-01,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,E. 5 - 9 year old,Female,2
2022-08-01,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,F. 10 - 14 year old,Male,9
2022-08-01,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,F. 10 - 14 year old,Female,5
2022-08-01,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,G. 15 - 19 year old,Male,9
2022-08-01,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,G. 15 - 19 year old,Female,6
2022-08-01,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,H. 20 - 44 year old,Male,47
2022-08-01,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,H. 20 - 44 year old,Female,55
2022-08-01,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,I. 45 - 54 year old,Male,41
2022-08-01,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,I. 45 - 54 year old,Female,47
2022-08-01,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,J. 55 - 69 year old,Male,70
2022-08-01,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,J. 55 - 69 year old,Female,69
2022-08-01,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,K. > 70 year old,Male,38
2022-08-01,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,K. > 70 year old,Female,24
2022-08-01,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,31.0,2022.0,2022 - 31,2022.31,,Male,1
2022-08-01,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,31.0,2022.0,2022 - 31,2022.31,,Female,1
2022-08-01,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,31.0,2022.0,2022 - 31,2022.31,,,4
2022-08-01,BALI,KAB. BULELENG,GEROKGAK,GEROKGAK II,None,None,31.0,2022.0,2022 - 31,2022.31,E. 5 - 9 year old,Male,1
2022-08-01,BALI,KAB. BULELENG,GEROKGAK,GEROKGAK II,None,None,31.0,2022.0,2022 - 31,2022.31,K. > 70 year old,Male,1
2022-08-01,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,31.0,2022.0,2022 - 31,2022.31,H. 20 - 44 year old,Male,1
2022-08-01,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,G. 15 - 19 year old,Female,1
2022-08-01,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,H. 20 - 44 year old,Male,2
2022-08-01,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,H. 20 - 44 year old,Female,2
2022-08-01,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,I. 45 - 54 year old,Male,1
2022-08-01,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,I. 45 - 54 year old,Female,4
2022-08-01,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,J. 55 - 69 year old,Male,7
2022-08-01,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,J. 55 - 69 year old,Female,6
2022-08-01,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,K. > 70 year old,Male,1
2022-08-01,BALI,KAB. BULELENG,SERIRIT,SERIRIT I,None,None,31.0,2022.0,2022 - 31,2022.31,,Male,61
2022-08-01,BALI,KAB. BULELENG,SERIRIT,SERIRIT I,None,None,31.0,2022.0,2022 - 31,2022.31,,Female,67
2022-08-02,BALI,KAB. BULELENG,BANJAR,BANJAR I,Gigitan Hewan Penular Rabies,P,31.0,2022.0,2022 - 31,2022.31,,,1
2022-08-02,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,31.0,2022.0,2022 - 31,2022.31,,,8
2022-08-02,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,31.0,2022.0,2022 - 31,2022.31,,,67
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,Acute Flacid Paralysis (AFP),N,31.0,2022.0,2022 - 31,2022.31,J. 55 - 69 year old,Female,1
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,ILI (Penyakit Serupa Influenza),Y,31.0,2022.0,2022 - 31,2022.31,E. 5 - 9 year old,Male,1
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,ILI (Penyakit Serupa Influenza),Y,31.0,2022.0,2022 - 31,2022.31,J. 55 - 69 year old,Male,1
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,Sindrom Jaundice Akut,G,31.0,2022.0,2022 - 31,2022.31,J. 55 - 69 year old,Male,1
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,A. 0 - 7 day old,Female,1
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,B. 8 - 28 day old,Male,1
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,C. 28 day old - 1 year old,Male,1
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,C. 28 day old - 1 year old,Female,1
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,D. 1 - 4 year old,Male,1
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,D. 1 - 4 year old,Female,3
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,E. 5 - 9 year old,Male,1
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,E. 5 - 9 year old,Female,1
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,F. 10 - 14 year old,Male,7
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,G. 15 - 19 year old,Male,8
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,G. 15 - 19 year old,Female,5
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,H. 20 - 44 year old,Male,40
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,H. 20 - 44 year old,Female,65
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,I. 45 - 54 year old,Male,37
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,I. 45 - 54 year old,Female,41
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,J. 55 - 69 year old,Male,62
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,J. 55 - 69 year old,Female,85
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,K. > 70 year old,Male,24
2022-08-02,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,K. > 70 year old,Female,17
2022-08-02,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,31.0,2022.0,2022 - 31,2022.31,H. 20 - 44 year old,Female,2
2022-08-02,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,31.0,2022.0,2022 - 31,2022.31,I. 45 - 54 year old,Female,1
2022-08-02,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,H. 20 - 44 year old,Male,1
2022-08-02,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,H. 20 - 44 year old,Female,2
2022-08-02,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,I. 45 - 54 year old,Male,3
2022-08-02,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,I. 45 - 54 year old,Female,3
2022-08-02,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,J. 55 - 69 year old,Male,3
2022-08-02,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,J. 55 - 69 year old,Female,9
2022-08-02,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,K. > 70 year old,Male,3
2022-08-02,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,K. > 70 year old,Female,2
2022-08-02,BALI,KAB. BULELENG,SERIRIT,SERIRIT I,None,None,31.0,2022.0,2022 - 31,2022.31,,Male,37
2022-08-02,BALI,KAB. BULELENG,SERIRIT,SERIRIT I,None,None,31.0,2022.0,2022 - 31,2022.31,,Female,69
2022-08-03,BALI,KAB. BULELENG,BANJAR,BANJAR I,Diare Akut,A,31.0,2022.0,2022 - 31,2022.31,,,1
2022-08-03,BALI,KAB. BULELENG,BANJAR,BANJAR I,Gigitan Hewan Penular Rabies,P,31.0,2022.0,2022 - 31,2022.31,,,1
2022-08-03,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,31.0,2022.0,2022 - 31,2022.31,,,5
2022-08-03,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,31.0,2022.0,2022 - 31,2022.31,,,69
2022-08-03,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,B. 8 - 28 day old,Male,1
2022-08-03,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,D. 1 - 4 year old,Male,2
2022-08-03,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,D. 1 - 4 year old,Female,3
2022-08-03,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,E. 5 - 9 year old,Male,4
2022-08-03,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,E. 5 - 9 year old,Female,3
2022-08-03,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,F. 10 - 14 year old,Male,3
2022-08-03,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,F. 10 - 14 year old,Female,2
2022-08-03,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,G. 15 - 19 year old,Male,9
2022-08-03,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,G. 15 - 19 year old,Female,3
2022-08-03,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,H. 20 - 44 year old,Male,26
2022-08-03,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,H. 20 - 44 year old,Female,40
2022-08-03,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,I. 45 - 54 year old,Male,41
2022-08-03,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,I. 45 - 54 year old,Female,40
2022-08-03,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,J. 55 - 69 year old,Male,63
2022-08-03,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,J. 55 - 69 year old,Female,57
2022-08-03,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,K. > 70 year old,Male,35
2022-08-03,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,31.0,2022.0,2022 - 31,2022.31,K. > 70 year old,Female,34
2022-08-03,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,31.0,2022.0,2022 - 31,2022.31,E. 5 - 9 year old,Female,1
2022-08-03,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,31.0,2022.0,2022 - 31,2022.31,F. 10 - 14 year old,Male,1
2022-08-03,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,31.0,2022.0,2022 - 31,2022.31,I. 45 - 54 year old,Female,1
2022-08-03,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,31.0,2022.0,2022 - 31,2022.31,J. 55 - 69 year old,Male,1
2022-08-03,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,31.0,2022.0,2022 - 31,2022.31,K. > 70 year old,Female,1
2022-08-03,BALI,KAB. BULELENG,SAWAN,SAWAN I,Pnemonia,D,31.0,2022.0,2022 - 31,2022.31,E. 5 - 9 year old,Female,1
2022-08-03,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,E. 5 - 9 year old,Female,1
2022-08-03,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,G. 15 - 19 year old,Female,1
2022-08-03,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,H. 20 - 44 year old,Male,2
2022-08-03,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,H. 20 - 44 year old,Female,1
2022-08-03,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,I. 45 - 54 year old,Male,1
2022-08-03,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,I. 45 - 54 year old,Female,4
2022-08-03,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,J. 55 - 69 year old,Male,5
2022-08-03,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,J. 55 - 69 year old,Female,8
2022-08-03,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,K. > 70 year old,Male,3
2022-08-03,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,31.0,2022.0,2022 - 31,2022.31,K. > 70 year old,Female,2
2022-08-03,BALI,KAB. BULELENG,SERIRIT,SERIRIT I,None,None,31.0,2022.0,2022 - 31,2022.31,,Male,46
2022-08-03,BALI,KAB. BULELENG,SERIRIT,SERIRIT I,None,None,31.0,2022.0,2022 - 31,2022.31,,Female,32
2022-08-04,BALI,KAB. BULELENG,BANJAR,BANJAR I,Gigitan Hewan Penular Rabies,P,31.0,2022.0,2022 - 31,2022.31,,,6
2022-08-04,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,31.0,2022.0,2022 - 31,2022.31,,,8
2022-08-04,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,31.0,2022.0,2022 - 31,2022.31,,,79
